,id,home,away,home_goals,away_goals,tot_goals,odd_over,odd_under,goals_odd
7082,171456876,11242555,11241759,4.0,0.0,4.0,1.071,7.500,2.5
7083,171456883,11243660,11252888,1.0,2.0,3.0,1.250,3.750,2.5
7084,171456897,11240863,11252888,0.0,3.0,3.0,1.166,4.500,2.5
7085,171456902,11242555,11243660,1.0,3.0,4.0,1.166,4.500,2.5
7086,171456905,11243660,11240863,2.0,0.0,2.0,1.250,3.750,2.5
7087,171456913,11252888,11241759,4.0,1.0,5.0,1.083,7.000,2.5
7088,171456925,11243660,11241759,3.0,3.0,6.0,1.300,3.400,2.5
7089,171456930,11242555,11240863,3.0,1.0,4.0,1.125,5.500,2.5
7090,171456936,11241759,11242555,0.0,3.0,3.0,1.071,7.500,2.5
7091,171456941,11252888,11243660,2.0,5.0,7.0,1.285,3.500,2.5
7092,171456947,11242555,11252888,4.0,3.0,7.0,1.111,6.000,2.5
7093,171456957,11240863,11241759,3.0,1.0,4.0,1.071,7.500,2.5
7094,171456964,11252888,11240863,1.0,3.0,4.0,1.166,4.500,2.5
7095,171456968,11243660,11242555,2.0,2.0,4.0,1.222,4.000,2.5
7096,171456972,11240863,11243660,2.0,2.0,4.0,1.250,3.750,2.5
7097,171456978,11241759,11252888,0.0,4.0,4.0,1.071,7.500,2.5
7098,171456982,11241835,11243413,3.0,2.0,5.0,1.250,3.750,2.5
7099,171456986,11240891,11241836,2.0,5.0,7.0,1.142,5.000,2.5
7100,171456994,11243413,11254790,2.0,5.0,7.0,1.200,4.333,2.5
7101,171456990,11241836,11241835,3.0,1.0,4.0,1.083,7.000,2.5
7102,171457009,11241835,11240891,2.0,3.0,5.0,1.125,5.500,2.5
7103,171457002,11254790,11241836,2.0,1.0,3.0,1.100,6.500,2.5
7104,171457013,11240891,11254790,1.0,4.0,5.0,1.222,4.000,2.5
7105,171457018,11241836,11243413,3.0,3.0,6.0,1.125,5.500,2.5
7106,171457022,11243413,11240891,1.0,3.0,4.0,1.250,3.750,2.5
7107,171457029,11254790,11241835,4.0,4.0,8.0,1.083,7.000,2.5
