id,event_day,home,away,home_goals,away_goals,tot_goals,goals_over_under,odd_goals_over1,odd_goals_under1,asian_handicap1,team_ah1,odds_ah1,asian_handicap2,team_ah2,odds_ah2,goal_line1,type_gl1,odds_gl1,goal_line2,type_gl2,odds_gl2,double_chance1,odds_dc1,double_chance2,odds_dc2,double_chance3,odds_dc3,draw_no_bet_team1,odds_dnb1,draw_no_bet_team2,odds_dnb2
173570366,20250425,11265823,11233889,1.0,1.0,2.0,2.5,1.200,4.333,-0.5,1,1.925,+0.5,2,1.775,"4.0, 4.5",1.0,1.875,"4.0, 4.5",2.0,1.825,PSG (Hussein) or Draw,1.333,Draw or Inter (Zangief),1.727,PSG (Hussein) or Inter (Zangief),1.166,1,1.571,2,2.250
173570851,20250425,11255372,11230252,5.0,5.0,10.0,2.5,1.071,7.500,0.0,1,1.800,0.0,2,1.900,"5.0, 5.5",1.0,1.825,"5.0, 5.5",2.0,1.875,Bayern (Goliath) or Draw,1.500,Draw or Arsenal (Ivan),1.571,Bayern (Goliath) or Arsenal (Ivan),1.125,1,1.800,2,1.909
173570372,20250425,11265823,11240293,1.0,3.0,4.0,2.5,1.200,4.333,,,,,,,,,,,,,PSG (Hussein) or Draw,2.100,Draw or Real Madrid (Thor),1.222,PSG (Hussein) or Real Madrid (Thor),1.142,1,3.250,2,1.333
173570617,20250425,11233889,11230252,2.0,2.0,4.0,2.5,1.100,6.500,"0.0, +0.5",1,1.925,"0.0, -0.5",2,1.775,5.0,1.0,1.850,5.0,2.0,1.850,Inter (Zangief) or Draw,1.727,Draw or Arsenal (Ivan),1.363,Inter (Zangief) or Arsenal (Ivan),1.142,1,2.250,2,1.571
173570253,20250425,11240293,11230252,1.0,2.0,3.0,2.5,1.100,6.500,,,,,,,,,,,,,Real Madrid (Thor) or Draw,1.181,Draw or Arsenal (Ivan),2.200,Real Madrid (Thor) or Arsenal (Ivan),1.125,1,1.300,2,3.400
173570628,20250425,11233889,11255372,0.0,1.0,1.0,2.5,1.083,7.000,,,,,,,,,,,,,Inter (Zangief) or Draw,1.909,Draw or Bayern (Goliath),1.300,Inter (Zangief) or Bayern (Goliath),1.125,1,2.625,2,1.444
173570259,20250425,11240293,11233889,6.0,2.0,8.0,2.5,1.100,6.500,,,,,,,,,,,,,Real Madrid (Thor) or Draw,1.142,Draw or Inter (Zangief),2.400,Real Madrid (Thor) or Inter (Zangief),1.111,1,1.250,2,3.750
173570363,20250425,11265823,11255372,4.0,2.0,6.0,2.5,1.166,4.500,-0.5,1,1.925,+0.5,2,1.775,"4.0, 4.5",1.0,1.825,"4.0, 4.5",2.0,1.875,PSG (Hussein) or Draw,1.363,Draw or Bayern (Goliath),1.727,PSG (Hussein) or Bayern (Goliath),1.166,1,1.571,2,2.250
173570280,20250425,11240293,11255372,4.0,0.0,4.0,2.5,1.083,7.000,,,,,,,,,,,,,Real Madrid (Thor) or Draw,1.333,Draw or Bayern (Goliath),1.833,Real Madrid (Thor) or Bayern (Goliath),1.125,1,1.500,2,2.500
173570923,20250425,11230252,11265823,2.0,3.0,5.0,2.5,1.125,5.500,,,,,,,,,,,,,Arsenal (Ivan) or Draw,1.727,Draw or PSG (Hussein),1.333,Arsenal (Ivan) or PSG (Hussein),1.142,1,2.250,2,1.571
173570606,20250425,11233889,11265823,2.0,2.0,4.0,2.5,1.200,4.333,+0.5,1,1.800,-0.5,2,1.900,"4.0, 4.5",1.0,1.875,"4.0, 4.5",2.0,1.825,Inter (Zangief) or Draw,1.800,Draw or PSG (Hussein),1.333,Inter (Zangief) or PSG (Hussein),1.166,1,2.375,2,1.533
173570926,20250425,11230252,11255372,3.0,6.0,9.0,2.5,1.100,6.500,0.0,1,1.925,0.0,2,1.775,5.0,1.0,1.800,5.0,2.0,1.900,Arsenal (Ivan) or Draw,1.600,Draw or Bayern (Goliath),1.500,Arsenal (Ivan) or Bayern (Goliath),1.125,1,1.909,2,1.800
173587538,20250425,11274994,11274995,5.0,3.0,8.0,2.5,1.071,7.500,+0.5,1,1.825,-0.5,2,1.875,5.5,1.0,1.900,5.5,2.0,1.800,Arsenal (Sensei) or Draw,1.800,Draw or Inter (Giant),1.363,Arsenal (Sensei) or Inter (Giant),1.125,1,2.250,2,1.571
173587544,20250425,11254825,11254826,5.0,2.0,7.0,2.5,1.050,8.500,"0.0, -0.5",1,1.875,"0.0, +0.5",2,1.825,"5.5, 6.0",1.0,1.800,"5.5, 6.0",2.0,1.900,Real Madrid (Jetli) or Draw,1.444,Draw or PSG (Mariner),1.615,Real Madrid (Jetli) or PSG (Mariner),1.125,1,1.727,2,2.000
173587551,20250425,11254827,11274995,3.0,4.0,7.0,2.5,1.071,7.500,+1.0,1,1.800,-1.0,2,1.900,"5.0, 5.5",1.0,1.800,"5.0, 5.5",2.0,1.900,Bayern (Razvan) or Draw,2.100,Draw or Inter (Giant),1.222,Bayern (Razvan) or Inter (Giant),1.125,1,3.000,2,1.363
173587556,20250425,11274994,11254825,5.0,4.0,9.0,2.5,1.083,7.000,-0.5,1,1.775,+0.5,2,1.925,"5.0, 5.5",1.0,1.850,"5.0, 5.5",2.0,1.850,Arsenal (Sensei) or Draw,1.285,Draw or Real Madrid (Jetli),1.909,Arsenal (Sensei) or Real Madrid (Jetli),1.125,1,1.444,2,2.625
173587565,20250425,11254827,11254826,5.0,4.0,9.0,2.5,1.040,9.000,-0.5,1,1.900,+0.5,2,1.800,6.0,1.0,1.850,6.0,2.0,1.850,Bayern (Razvan) or Draw,1.444,Draw or PSG (Mariner),1.727,Bayern (Razvan) or PSG (Mariner),1.111,1,1.615,2,2.200
173587567,20250425,11274995,11254825,4.0,4.0,8.0,2.5,1.083,7.000,"-0.5, -1.0",1,1.850,"+0.5, +1.0",2,1.850,5.0,1.0,1.775,5.0,2.0,1.925,Inter (Giant) or Draw,1.250,Draw or Real Madrid (Jetli),1.950,Inter (Giant) or Real Madrid (Jetli),1.125,1,1.400,2,2.750
173587570,20250425,11254827,11254825,2.0,5.0,7.0,2.5,1.071,7.500,"0.0, +0.5",1,1.850,"0.0, -0.5",2,1.850,"5.0, 5.5",1.0,1.800,"5.0, 5.5",2.0,1.900,Bayern (Razvan) or Draw,1.666,Draw or Real Madrid (Jetli),1.444,Bayern (Razvan) or Real Madrid (Jetli),1.125,1,2.100,2,1.666
