,odd_goals_over1,odd_goals_under1,media_goals_home,media_goals_away,h2h_mean,res_goals_over_under
4549,1.04,9.0,1.2,4.2,5.8,True
4552,1.142,5.0,1.2,2.4,8.0,True
4553,1.2,4.333,2.4,1.8,5.5,True
4554,1.111,6.0,2.8,2.2,5.333333333333333,True
4555,1.04,9.0,2.4,3.2,8.333333333333334,False
4557,1.05,8.5,4.0,2.4,6.5,True
4560,1.05,8.5,4.0,1.2,4.75,True
4562,1.111,6.0,2.4,4.2,4.5,True
4564,1.05,8.5,4.0,1.8,9.0,True
4565,1.222,4.0,1.2,1.8,8.5,True
4566,1.04,9.0,4.0,3.2,12.0,True
4567,1.083,7.0,4.0,2.6,7.0,True
4568,1.2,4.333,2.4,2.2,4.0,True
4571,1.062,8.0,2.2,1.6,4.0,True
4572,1.05,8.5,1.4,3.0,4.8,True
4573,1.125,5.5,1.4,3.6,3.0,True
4574,1.062,8.0,2.2,3.6,4.0,True
4575,1.166,4.5,1.4,2.6,5.5,False
4576,1.05,8.5,2.8,1.0,3.0,True
4578,1.111,6.0,2.2,2.6,9.0,False
4580,1.2,4.333,2.2,2.2,4.25,False
4581,1.05,8.5,2.8,2.6,10.5,True
4582,1.111,6.0,1.4,3.2,5.2,True
4584,1.2,4.333,2.0,2.6,4.666666666666667,True
4586,1.25,3.75,2.2,2.2,5.666666666666667,True
4587,1.111,6.0,1.4,2.6,4.2,True
4588,1.062,8.0,2.2,3.0,5.428571428571429,True
4589,1.125,5.5,2.0,1.6,3.0,True
4590,1.333,3.25,2.6,1.0,4.0,False
4591,1.363,3.0,1.6,2.4,4.5,False
4592,1.2,4.333,2.0,2.4,2.6666666666666665,False
4593,1.04,9.0,3.2,3.0,10.0,True
4594,1.05,8.5,3.0,2.6,5.5,True
4595,1.083,7.0,1.4,1.6,7.0,True
4596,1.1,6.5,2.2,2.4,4.25,True
4598,1.2,4.333,2.2,1.0,2.5,True
4599,1.071,7.5,3.0,2.4,5.0,True
4600,1.083,7.0,2.0,3.0,3.8333333333333335,True
4601,1.25,3.75,2.6,2.8,3.6,True
4602,1.25,3.75,1.4,1.0,3.0,False
4603,1.2,4.333,1.4,2.4,3.75,True
4604,1.166,4.5,2.2,1.8,3.0,False
4605,1.166,4.5,3.4,1.8,9.0,True
4606,1.142,5.0,2.2,1.8,3.0,True
4608,1.333,3.25,3.4,1.2,3.0,False
4609,1.25,3.75,2.4,2.2,5.0,True
4610,1.2,4.333,2.2,2.8,5.666666666666667,True
4612,1.333,3.25,2.8,2.0,2.0,False
4613,1.142,5.0,1.0,1.8,2.0,False
4614,1.222,4.0,1.6,2.2,5.2,True
4615,1.333,3.25,1.4,2.2,3.3333333333333335,False
4616,1.083,7.0,1.6,1.8,5.333333333333333,False
4617,1.4,2.75,2.4,1.0,4.666666666666667,True
4618,1.222,4.0,2.2,2.4,5.0,True
4619,1.071,7.5,3.0,2.8,4.0,True
4620,1.4,2.75,2.6,2.2,3.5714285714285716,True
4621,1.25,3.75,1.6,2.8,4.142857142857143,True
4624,1.2,4.333,1.4,2.2,6.0,True
4627,1.333,3.25,1.6,1.6,4.5,True
4628,1.083,7.0,3.0,1.0,3.4,True
4629,1.4,2.75,2.4,2.4,3.5,True
4630,1.333,3.25,2.0,2.0,1.5,False
4631,1.25,3.75,2.2,1.0,5.75,True
4632,1.25,3.75,1.2,2.8,2.6,True
4633,1.285,3.5,2.4,2.8,3.5,True
4634,1.1,6.5,3.0,1.8,5.5,True
4635,1.2,4.333,2.6,2.2,5.0,True
4637,1.285,3.5,1.4,1.0,4.166666666666667,True
4638,1.1,6.5,2.4,2.8,4.0,True
4639,1.166,4.5,3.0,1.2,4.0,False
4641,1.285,3.5,1.4,1.4,3.6666666666666665,True
4642,1.166,4.5,3.2,2.6,6.0,True
4644,1.2,4.333,2.8,3.0,2.5,True
4645,1.285,3.5,2.0,1.6,4.285714285714286,False
4646,1.333,3.25,1.6,2.2,4.5,True
4647,1.25,3.75,2.0,1.2,3.5,True
4648,1.1,6.5,3.2,3.0,4.0,True
4650,1.25,3.75,1.2,1.4,4.0,False
4651,1.166,4.5,1.4,1.2,2.5,True
4654,1.25,3.75,1.6,2.8,3.0,True
4655,1.25,3.75,2.0,2.8,3.5,True
4656,1.285,3.5,1.2,1.2,4.166666666666667,True
4658,1.25,3.75,1.4,1.6,3.0,False
4660,1.062,8.0,3.2,3.6,6.0,True
4661,1.142,5.0,1.8,1.8,6.0,True
4662,1.071,7.5,3.2,3.0,5.0,True
4663,1.3,3.4,1.0,2.2,6.0,True
4664,1.333,3.25,2.6,2.4,4.0,False
4665,1.1,6.5,2.6,1.2,2.0,True
4666,1.062,8.0,3.4,2.4,5.0,True
4667,1.05,8.5,3.4,2.4,6.0,True
4669,1.444,2.625,1.2,2.2,1.75,True
4671,1.25,3.75,2.0,1.2,3.3333333333333335,False
4672,1.2,4.333,1.8,2.8,5.0,True
4673,1.111,6.0,2.4,2.8,6.0,True
4674,1.2,4.333,1.0,1.2,2.6666666666666665,False
4675,1.363,3.0,1.6,2.0,3.6666666666666665,False
4676,1.062,8.0,2.4,2.0,3.0,True
4677,1.571,2.35,2.4,2.0,2.0,True
4678,1.1,6.5,1.6,4.2,5.0,True
4679,1.05,8.5,4.8,2.4,5.333333333333333,True
4680,1.2,4.333,1.4,2.2,4.333333333333333,True
4681,1.142,5.0,3.8,3.0,5.2,True
4682,1.2,4.333,1.0,1.2,4.0,False
4683,1.363,3.0,1.6,2.0,2.5,True
4684,1.083,7.0,2.4,2.4,5.75,True
4685,1.05,8.5,4.8,4.2,5.75,True
4686,1.2,4.333,2.0,2.8,5.0,False
4687,1.05,8.5,3.2,2.4,6.666666666666667,True
4688,1.062,8.0,4.8,2.8,3.0,True
4689,1.025,10.5,1.8,2.8,6.0,True
4690,1.083,7.0,2.0,3.2,6.0,True
4691,1.25,3.75,1.0,2.2,7.0,False
4692,1.166,4.5,2.4,1.0,6.0,False
4693,1.04,9.0,2.8,3.2,4.0,True
4694,1.1,6.5,3.2,2.0,6.0,True
4695,1.25,3.75,2.4,1.75,2.0,True
4696,1.083,7.0,2.6,3.2,8.0,True
4697,1.05,8.5,3.2,3.0,7.0,True
4698,1.222,4.0,2.8,3.0,4.333333333333333,True
4699,1.1,6.5,2.6,2.8,4.0,True
4700,1.125,5.5,2.8,2.2,3.0,True
4701,1.3,3.4,1.0,1.4,2.6,False
4702,1.285,3.5,1.2,2.0,3.0,True
4703,1.25,3.75,3.0,1.4,2.0,True
4706,1.333,3.25,1.0,1.4,2.75,False
4707,1.071,7.5,2.4,1.4,6.333333333333333,True
4708,1.111,6.0,2.6,2.8,4.333333333333333,True
4709,1.1,6.5,2.4,2.8,4.0,True
4711,1.222,4.0,1.8,1.75,4.0,True
4712,1.04,9.0,2.6,2.8,7.0,True
4713,1.111,6.0,3.4,1.2,4.0,True
4714,1.142,5.0,3.0,1.4,4.0,True
4715,1.083,7.0,2.4,3.8,6.0,True
4716,1.1,6.5,1.8,1.2,5.0,True
4717,1.142,5.0,2.0,2.0,5.2,True
4718,1.222,4.0,1.8,2.8,4.0,True
4719,1.2,4.333,2.0,2.8,5.666666666666667,True
4720,1.1,6.5,3.0,3.4,5.0,True
4721,1.142,5.0,3.0,1.4,5.5,True
4722,1.062,8.0,2.4,1.4,6.0,False
4724,1.083,7.0,3.0,1.4,6.0,False
4726,1.166,4.5,2.4,1.2,4.0,True
4732,1.166,4.5,1.2,1.2,6.0,True
4733,1.071,7.5,3.2,2.8,4.0,True
4734,1.062,8.0,3.8,4.2,8.0,True
4737,1.062,8.0,2.4,2.8,3.0,True
4738,1.363,3.0,1.2,2.2,1.6666666666666667,False
4739,1.363,3.0,1.2,2.2,1.5,False
4741,1.285,3.5,1.8,2.0,4.0,False
4742,1.25,3.75,2.2,1.2,0.0,True
4743,1.125,5.5,2.8,2.2,6.0,True
4744,1.05,8.5,2.6,3.0,5.0,True
4745,1.071,7.5,2.2,2.4,2.0,True
4747,1.071,7.5,2.8,3.0,5.0,True
4748,1.071,7.5,2.0,3.0,4.0,True
4750,1.04,9.0,3.0,3.0,4.0,True
4751,1.2,4.333,2.0,2.0,5.0,True
4752,1.166,4.5,2.0,2.4,5.666666666666667,False
4753,1.062,8.0,3.2,3.0,8.0,True
4754,1.6,2.3,0.8,1.0,3.2,True
4755,1.166,4.5,2.4,2.2,6.5,True
4762,1.1,6.5,2.0,2.8,6.0,True
4764,1.04,9.0,3.0,2.0,5.0,True
4765,1.333,3.25,2.0,0.8,4.0,True
4766,1.222,4.0,1.4,0.8,4.0,True
4767,1.444,2.625,1.8,1.2,3.0,True
4768,1.05,8.5,2.4,1.2,4.4,True
4769,1.6,2.3,1.4,1.2,3.0,False
4770,1.25,3.75,2.2,1.0,4.0,True
4773,1.285,3.5,1.4,1.4,4.0,False
4774,1.142,5.0,2.4,2.0,2.0,True
4775,1.2,4.333,2.8,1.4,2.0,False
4776,1.111,6.0,3.0,2.4,5.333333333333333,True
4777,1.04,9.0,2.2,2.2,5.0,True
4778,1.04,9.0,1.75,2.8,4.0,True
4779,1.2,4.333,2.4,1.75,2.0,True
4782,1.111,6.0,3.4,1.75,4.0,True
4785,1.062,8.0,3.2,2.4,6.0,True
4788,1.071,7.5,3.2,2.2,5.333333333333333,True
4789,1.111,6.0,2.8,2.2,4.0,False
4790,1.166,4.5,2.2,2.4,5.333333333333333,False
4791,1.071,7.5,3.0,3.8,3.25,True
4792,1.02,11.0,3.0,2.4,7.0,True
4793,1.2,4.333,2.6,2.0,4.5,True
4794,1.071,7.5,3.0,2.0,5.5,True
4799,1.05,8.5,4.8,2.8,5.0,True
4800,1.071,7.5,2.8,2.2,5.0,True
4801,1.071,7.5,2.4,2.8,5.5,True
4802,1.083,7.0,4.8,3.8,6.0,True
4803,1.062,8.0,1.75,2.2,6.0,True
4812,1.05,8.5,3.2,2.0,6.0,True
4814,1.25,3.75,2.4,1.2,6.0,True
4815,1.083,7.0,2.4,3.2,5.0,True
4816,1.571,2.35,2.8,1.0,4.0,False
4817,1.222,4.0,1.0,2.4,4.0,True
4818,1.363,3.0,2.0,1.2,3.2,True
4822,1.3,3.4,1.6,3.0,4.0,False
4823,1.083,7.0,1.6,3.0,7.0,False
4825,1.166,4.5,3.0,3.0,6.0,True
4826,1.333,3.25,1.6,2.2,9.0,True
4829,1.285,3.5,1.8,1.8,3.0,False
4830,1.125,5.5,1.8,1.8,4.0,True
4832,1.062,8.0,3.4,2.4,4.0,True
4833,1.285,3.5,3.0,1.8,3.0,True
4834,1.05,8.5,1.6,3.6,3.0,True
4835,1.111,6.0,3.4,3.0,4.8,True
4838,1.02,11.0,3.4,3.6,3.0,True
4840,1.125,5.5,2.6,2.0,9.0,True
4841,1.05,8.5,2.6,3.8,10.0,True
4842,1.533,2.375,2.2,1.6,2.0,True
4843,1.05,8.5,3.0,2.4,3.0,True
4844,1.2,4.333,2.4,0.8,2.0,False
4845,1.05,8.5,2.6,3.6,7.0,False
4846,1.05,8.5,3.6,2.4,3.0,True
4847,1.071,7.5,2.6,3.2,4.0,True
4848,1.2,4.333,2.2,1.6,5.5,False
4849,1.062,8.0,1.8,2.4,6.0,False
4851,1.166,4.5,1.4,1.6,5.0,False
4852,1.1,6.5,2.6,3.4,5.0,True
4853,1.166,4.5,2.8,2.2,6.0,True
4854,1.062,8.0,1.4,5.0,4.0,True
4855,1.05,8.5,3.6,2.4,5.5,True
4858,1.125,5.5,1.6,2.6,6.0,False
4859,1.166,4.5,2.6,2.2,5.0,True
4862,1.65,2.2,2.2,1.8,2.0,False
4868,1.083,7.0,3.6,3.2,4.75,True
4869,1.166,4.5,2.6,2.0,3.6666666666666665,True
4870,1.166,4.5,2.6,2.2,4.0,True
4871,1.285,3.5,1.0,2.0,3.0,True
4873,1.125,5.5,2.2,1.2,5.0,True
4875,1.04,9.0,3.0,3.2,6.0,True
4879,1.166,4.5,2.4,1.8,6.0,False
4889,1.083,7.0,2.4,3.8,4.0,True
4894,1.2,4.333,2.2,2.6,2.0,True
4895,1.166,4.5,1.4,2.6,3.0,False
4899,1.444,2.625,1.6,0.8,3.0,True
4902,1.25,3.75,1.4,2.6,6.0,True
4903,1.444,2.625,1.4,1.8,3.0,True
4905,1.062,8.0,3.6,3.2,4.0,True
4906,1.062,8.0,2.6,3.4,3.3333333333333335,True
4908,1.062,8.0,2.6,2.4,7.333333333333333,True
4918,1.25,3.75,2.0,1.2,2.75,True
4920,1.166,4.5,2.4,1.2,4.5,True
4925,1.2,4.333,2.0,2.8,5.0,True
4935,1.1,6.5,2.8,1.2,3.0,True
4936,1.142,5.0,2.2,1.4,4.714285714285714,True
4937,1.363,3.0,1.4,1.6,3.2,False
4938,1.1,6.5,2.4,1.8,8.666666666666666,True
4939,1.25,3.75,2.8,1.6,3.142857142857143,True
4940,1.1,6.5,1.4,3.8,3.6666666666666665,False
4941,1.166,4.5,2.8,1.0,6.0,True
4942,1.1,6.5,2.2,1.2,7.0,True
4943,1.083,7.0,2.8,1.8,7.0,True
4944,1.142,5.0,1.4,5.0,5.0,True
4946,1.166,4.5,2.2,5.0,4.0,True
4947,1.222,4.0,2.6,2.2,7.0,True
4948,1.062,8.0,1.8,3.6,3.5,True
4949,1.25,3.75,2.4,1.8,5.0,True
4950,1.062,8.0,2.6,3.2,9.0,True
4951,1.166,4.5,1.4,2.2,5.333333333333333,True
4952,1.1,6.5,1.4,5.0,3.0,True
4954,1.25,3.75,2.8,1.6,5.0,False
4966,1.25,3.75,2.2,2.6,4.0,True
4967,1.062,8.0,2.6,3.8,3.5,True
4968,1.05,8.5,2.4,3.8,5.0,True
4969,1.166,4.5,2.6,2.2,6.0,True
4970,1.533,2.375,1.4,1.2,2.2,False
4971,1.285,3.5,1.8,1.2,7.0,True
4972,1.6,2.3,0.8,1.8,3.0,True
4973,1.25,3.75,2.6,2.0,3.6666666666666665,True
4974,1.142,5.0,2.4,1.6,5.0,True
4975,1.25,3.75,1.0,1.8,4.0,True
4976,1.1,6.5,2.8,3.0,4.666666666666667,True
4977,1.333,3.25,2.4,1.8,4.333333333333333,True
4978,1.222,4.0,1.8,2.0,3.6,False
4979,1.222,4.0,1.8,2.6,5.0,True
4980,1.363,3.0,2.6,1.6,3.0,True
4981,1.2,4.333,1.8,1.6,3.0,True
4982,1.166,4.5,2.2,1.6,6.25,True
4983,1.25,3.75,1.4,1.4,4.0,True
4987,1.142,5.0,2.8,2.2,5.166666666666667,False
4989,1.333,3.25,2.6,2.4,2.6,False
4990,1.125,5.5,3.2,3.4,2.6666666666666665,True
4991,1.222,4.0,2.6,1.4,2.8333333333333335,True
4992,1.062,8.0,2.4,2.2,9.0,True
4993,1.111,6.0,2.4,1.8,3.0,True
4994,1.02,11.0,3.0,2.8,13.0,True
4995,1.222,4.0,1.6,1.8,6.0,True
4996,1.285,3.5,2.8,1.8,4.0,True
4999,1.05,8.5,3.2,3.0,5.8,True
5000,1.071,7.5,2.4,3.0,5.333333333333333,True
5001,1.166,4.5,2.2,3.4,5.666666666666667,True
5002,1.222,4.0,2.6,2.6,4.333333333333333,True
5003,1.222,4.0,1.0,1.6,5.142857142857143,True
5004,1.071,7.5,2.8,3.0,3.0,True
5005,1.1,6.5,3.6,2.6,8.0,True
5006,1.3,3.4,2.4,2.4,4.428571428571429,True
5007,1.166,4.5,2.4,2.0,5.0,True
5008,1.071,7.5,2.2,5.0,9.0,True
5010,1.05,8.5,2.2,2.2,6.0,True
5011,1.111,6.0,3.2,2.8,3.0,True
5012,1.083,7.0,2.0,3.4,6.2,True
5013,1.25,3.75,2.0,2.0,3.0,False
5015,1.02,11.0,2.6,2.8,12.0,True
5016,1.071,7.5,2.4,5.0,7.0,True
5017,1.363,3.0,2.2,1.8,3.6,True
5018,1.142,5.0,2.6,1.8,3.0,True
5019,1.222,4.0,2.6,1.8,6.666666666666667,True
5023,1.125,5.5,2.2,2.6,6.0,True
5027,1.111,6.0,3.0,2.2,5.0,False
5029,1.1,6.5,2.8,5.0,2.0,True
5031,1.125,5.5,1.4,1.8,6.5,True
5032,1.2,4.333,2.8,1.6,4.5,True
5037,1.1,6.5,3.6,3.0,8.0,False
5038,1.222,4.0,1.0,2.4,3.5,True
5039,1.2,4.333,2.6,1.8,5.0,True
5040,1.2,4.333,2.0,2.6,5.0,True
5041,1.363,3.0,2.6,1.8,4.666666666666667,True
5043,1.071,7.5,3.6,2.2,2.0,True
5044,1.25,3.75,1.6,2.4,2.0,True
5045,1.111,6.0,3.0,2.4,5.0,True
5047,1.03,10.0,2.2,3.6,7.0,True
5048,1.666,2.15,1.4,1.2,1.0,False
5049,1.02,11.0,1.4,3.0,4.0,True
5050,1.02,11.0,2.8,2.2,6.0,True
5051,1.025,10.5,2.2,2.4,5.0,True
5057,1.444,2.625,2.8,1.2,2.0,True
5061,1.03,10.0,2.2,2.8,7.0,True
5064,1.062,8.0,2.8,2.8,6.0,True
5065,1.2,4.333,2.2,1.2,4.0,False
5067,1.025,10.5,2.0,2.4,7.0,True
5068,1.05,8.5,1.6,1.2,7.0,True
5077,1.222,4.0,1.4,2.6,3.0,True
5078,1.083,7.0,2.2,2.2,3.0,True
5079,1.285,3.5,2.4,1.2,3.0,True
5080,1.166,4.5,1.6,2.6,3.0,True
5082,1.005,17.0,2.2,2.4,11.0,True
5086,1.111,6.0,2.0,2.8,4.0,True
5088,1.01,15.0,2.4,3.6,11.0,True
5089,1.25,3.75,2.2,3.2,3.0,False
5090,1.25,3.75,2.4,1.2,4.4,True
5092,1.285,3.5,2.4,1.8,3.0,True
5095,1.142,5.0,2.0,2.8,4.0,True
5098,1.01,15.0,1.4,1.2,8.0,False
5101,1.071,7.5,2.4,2.8,4.0,True
5102,1.03,10.0,2.0,3.6,6.0,True
5103,1.333,3.25,1.4,1.4,4.5,True
5106,1.533,2.375,1.2,1.4,3.0,True
5107,1.04,9.0,2.0,3.4,6.0,True
5108,1.166,4.5,2.4,2.6,5.0,True
5112,1.6,2.3,2.8,1.2,2.0,True
5117,1.533,2.375,2.0,1.4,3.0,True
5118,1.666,2.15,1.2,1.2,2.0,True
5124,1.062,8.0,2.2,3.0,10.5,True
5125,1.9,1.9,0.8,1.2,1.8,False
5127,1.1,6.5,3.6,1.6,3.0,True
5128,1.062,8.0,3.2,1.0,8.0,True
5130,1.083,7.0,4.0,1.0,6.0,True
5131,1.25,3.75,1.8,1.6,6.0,False
5134,1.142,5.0,2.8,2.6,3.0,False
5135,1.02,11.0,3.6,3.8,6.0,True
5137,1.4,2.75,1.4,1.8,4.0,True
5144,1.062,8.0,3.6,3.8,3.0,True
5146,1.111,6.0,4.2,2.2,4.0,True
5147,1.222,4.0,2.4,1.6,4.8,True
5148,1.04,9.0,2.8,3.0,4.333333333333333,True
5149,1.285,3.5,2.8,1.4,2.75,True
5150,1.2,4.333,2.4,2.2,2.0,True
5152,1.166,4.5,2.8,2.0,6.0,True
5153,1.03,10.0,4.0,3.0,5.857142857142857,True
5154,1.166,4.5,2.0,2.6,3.0,True
5155,1.25,3.75,1.8,2.6,2.0,True
5156,1.111,6.0,1.2,3.2,6.0,True
5158,1.2,4.333,3.6,1.0,2.0,True
5159,1.083,7.0,4.0,1.6,4.0,True
5163,1.6,2.3,1.4,1.0,1.0,False
5164,1.125,5.5,1.2,2.2,4.0,False
5166,1.25,3.75,1.8,3.2,4.2,True
5167,1.5,2.5,2.0,1.4,2.0,True
5168,1.4,2.75,2.4,1.6,6.0,True
5169,1.333,3.25,1.4,1.4,5.0,True
5170,1.444,2.625,1.4,2.8,4.0,True
5171,1.5,2.5,2.4,1.4,3.25,True
5175,1.7,2.1,2.4,2.8,3.0,False
5177,1.75,2.05,2.8,1.2,1.5,True
5178,1.142,5.0,1.8,2.6,6.0,False
5186,1.363,3.0,2.8,1.8,3.0,False
5192,1.05,8.5,2.6,2.0,4.0,True
5199,1.071,7.5,4.0,2.2,3.6666666666666665,True
5200,1.2,4.333,1.8,2.2,4.5,True
5201,1.04,9.0,2.8,3.0,5.571428571428571,True
5204,1.166,4.5,1.2,2.2,5.0,True
5206,1.142,5.0,1.6,2.0,5.0,False
5207,1.25,3.75,2.6,2.0,5.0,True
5208,1.166,4.5,2.6,2.0,4.0,True
5209,1.02,11.0,2.8,2.8,6.428571428571429,True
5210,1.2,4.333,2.6,2.6,7.0,True
5216,1.05,8.5,1.8,2.2,5.0,True
5217,1.142,5.0,1.4,1.6,3.0,True
5218,1.2,4.333,1.2,2.0,3.0,True
5219,1.25,3.75,2.4,2.0,4.0,False
5220,1.1,6.5,1.2,1.4,6.0,True
5221,1.142,5.0,1.6,1.4,5.0,True
5222,1.1,6.5,3.6,3.4,5.0,True
5224,1.062,8.0,2.4,2.6,6.5,True
5225,1.363,3.0,1.8,1.8,2.5,True
5226,1.166,4.5,3.2,2.2,5.333333333333333,True
5229,1.571,2.35,0.8,1.6,2.25,False
5231,1.2,4.333,2.6,2.0,4.0,True
5233,1.125,5.5,2.6,1.2,2.0,True
5240,1.04,9.0,3.0,2.4,5.571428571428571,True
5243,1.05,8.5,4.2,2.8,4.333333333333333,True
5245,1.083,7.0,4.2,3.0,3.5,True
5246,1.062,8.0,2.8,5.0,4.5,True
5247,1.071,7.5,2.8,2.8,6.166666666666667,True
5249,1.04,9.0,2.8,2.8,5.5,True
5252,1.071,7.5,2.0,2.2,5.25,True
5253,1.125,5.5,1.4,1.4,6.0,False
5256,1.05,8.5,3.8,2.6,3.3333333333333335,True
5257,1.02,11.0,4.0,2.8,6.166666666666667,True
5259,1.062,8.0,2.2,3.0,4.5,True
5263,1.125,5.5,1.2,1.0,5.0,True
5265,1.222,4.0,2.0,3.2,4.5,True
5269,1.062,8.0,2.2,2.8,4.5,False
5270,1.1,6.5,2.2,3.0,2.5,True
5271,1.083,7.0,2.8,3.0,8.0,True
5272,1.071,7.5,4.0,3.0,5.0,True
5275,1.125,5.5,1.8,2.0,4.333333333333333,False
5276,1.4,2.75,0.75,1.8,3.6666666666666665,False
5277,1.04,9.0,3.4,2.8,8.0,True
5278,1.071,7.5,2.2,2.8,6.0,True
5281,1.333,3.25,2.2,2.2,4.333333333333333,True
5282,1.1,6.5,4.2,2.8,7.0,True
5283,1.142,5.0,4.2,2.2,2.0,True
5284,1.04,9.0,2.8,2.8,5.8,True
5285,1.062,8.0,2.8,2.4,5.0,True
5286,1.071,7.5,2.8,2.2,5.0,True
5288,1.04,9.0,4.2,2.8,6.0,True
5289,1.111,6.0,2.4,2.0,4.0,True
5290,1.04,9.0,3.8,2.6,3.5,True
5291,1.05,8.5,3.0,2.4,6.166666666666667,False
5292,1.04,9.0,4.0,2.8,6.0,True
5293,1.083,7.0,4.2,3.0,3.0,True
5295,1.363,3.0,1.6,2.2,3.6666666666666665,True
5296,1.4,2.75,1.8,1.4,4.0,True
5297,1.285,3.5,1.6,2.2,2.6666666666666665,True
5298,1.3,3.4,1.2,1.4,4.285714285714286,True
5299,1.2,4.333,2.6,2.4,4.714285714285714,True
5300,1.4,2.75,2.2,1.2,4.0,True
5301,1.533,2.375,2.6,1.2,2.3333333333333335,True
5302,1.083,7.0,2.0,4.0,6.142857142857143,True
5303,1.4,2.75,1.6,1.4,3.2857142857142856,True
5304,1.3,3.4,1.2,1.8,3.3333333333333335,True
5305,1.4,2.75,1.6,1.4,3.1666666666666665,True
5306,1.444,2.625,1.8,1.4,0.6666666666666666,False
5307,1.062,8.0,4.0,3.0,6.8,True
5308,1.062,8.0,4.0,2.2,5.0,True
5309,1.04,9.0,2.8,3.0,5.6,True
5311,1.3,3.4,1.8,2.0,2.0,True
5313,1.333,3.25,0.75,1.4,4.0,False
5316,1.333,3.25,3.0,1.6,3.0,True
5317,1.3,3.4,2.0,2.6,4.333333333333333,True
5318,1.363,3.0,2.2,1.8,5.333333333333333,True
5319,1.571,2.35,1.8,1.8,1.6666666666666667,True
5320,1.333,3.25,1.6,1.6,3.6666666666666665,True
5321,1.363,3.0,1.6,1.8,4.5,True
5322,1.333,3.25,1.8,1.8,3.0,True
5323,1.285,3.5,2.0,1.6,4.0,False
5324,1.333,3.25,1.6,1.0,5.0,False
5325,1.363,3.0,0.75,1.4,4.0,True
5327,1.363,3.0,1.2,1.4,3.25,False
5328,1.2,4.333,1.6,2.2,4.5,True
5329,1.4,2.75,1.6,2.0,3.0,True
5330,1.3,3.4,1.6,2.2,5.0,True
5331,1.444,2.625,1.6,2.0,5.333333333333333,True
5332,1.4,2.75,1.6,2.0,4.333333333333333,True
5333,1.363,3.0,2.0,1.0,3.6666666666666665,True
5334,1.6,2.3,1.8,2.2,2.3333333333333335,False
5335,1.363,3.0,2.6,2.2,4.333333333333333,True
5336,1.444,2.625,1.8,2.0,4.5,True
5337,1.333,3.25,1.4,2.2,3.0,True
5338,1.05,8.5,2.8,2.8,5.25,True
5339,1.444,2.625,1.2,2.2,3.5,True
5340,1.363,3.0,3.0,1.0,4.5,False
5341,1.3,3.4,2.2,2.0,3.6666666666666665,True
5342,1.444,2.625,1.4,2.0,3.6666666666666665,False
5343,1.4,2.75,1.6,2.2,4.0,True
5344,1.444,2.625,2.6,1.8,3.5,True
5345,1.444,2.625,3.0,2.6,3.5,True
5346,1.444,2.625,1.6,2.6,3.4,False
5347,1.363,3.0,1.6,2.0,2.0,True
5348,1.571,2.35,1.6,2.6,2.0,True
5349,1.3,3.4,2.0,2.0,4.333333333333333,True
5350,1.4,2.75,1.8,2.0,4.5,True
5351,1.444,2.625,1.6,1.8,1.0,False
5352,1.444,2.625,1.8,2.0,2.0,True
5353,1.062,8.0,2.4,3.2,5.777777777777778,True
5354,1.2,4.333,2.6,1.8,5.666666666666667,True
5355,1.166,4.5,2.0,1.8,3.0,True
5356,1.125,5.5,2.4,1.8,5.333333333333333,True
5357,1.062,8.0,2.0,2.6,6.0,True
5358,1.166,4.5,2.0,1.8,4.333333333333333,False
5359,1.142,5.0,2.4,1.4,4.0,True
5360,1.25,3.75,2.0,1.8,4.666666666666667,False
5361,1.25,3.75,3.0,1.8,3.5714285714285716,True
5362,1.142,5.0,2.6,1.6,5.5,True
5363,1.2,4.333,3.0,2.6,4.333333333333333,True
5364,1.333,3.25,1.8,2.0,4.0,True
5365,1.222,4.0,2.6,2.6,3.2857142857142856,False
5366,1.571,2.35,1.8,1.2,2.0,True
5367,1.363,3.0,1.4,2.0,5.5,True
5368,1.533,2.375,1.4,1.2,2.0,False
5369,1.333,3.25,2.6,2.0,3.0,True
5370,1.166,4.5,2.0,3.2,5.0,True
5371,1.1,6.5,2.6,2.6,4.0,True
5372,1.142,5.0,2.0,1.6,3.0,True
5373,1.125,5.5,2.0,2.6,3.6666666666666665,True
5374,1.363,3.0,1.4,1.2,1.6666666666666667,False
5375,1.166,4.5,2.8,2.6,5.5,True
5376,1.1,6.5,2.0,2.4,5.571428571428571,True
5377,1.25,3.75,2.2,2.6,1.0,True
5378,1.03,10.0,3.4,1.6,6.571428571428571,True
5379,1.125,5.5,2.2,2.2,4.0,True
5380,1.01,15.0,2.4,3.2,7.666666666666667,True
5381,1.2,4.333,1.6,1.8,3.6666666666666665,True
5382,1.2,4.333,1.4,2.6,4.666666666666667,True
5383,1.071,7.5,2.8,2.8,7.0,True
5384,1.363,3.0,3.0,1.4,1.3333333333333333,True
5385,1.125,5.5,2.0,1.6,4.333333333333333,True
5386,1.2,4.333,2.0,1.4,3.3333333333333335,False
5387,1.25,3.75,2.6,3.2,3.5,True
5388,1.363,3.0,2.6,1.4,5.0,True
5389,1.015,12.0,3.0,1.6,7.5,True
5390,1.142,5.0,2.8,2.0,5.0,True
5391,1.142,5.0,1.4,2.0,2.5,True
5392,1.222,4.0,2.6,2.6,4.5,True
5393,1.363,3.0,2.0,3.2,0.0,True
5394,1.125,5.5,2.4,2.6,3.5,True
