,odd_goals_over1,odd_goals_under1,media_goals_home,media_goals_away,h2h_mean,res_goals_over_under
15859,1.3,3.4,2.6,1.8,5.0,True
15860,1.25,3.75,2.0,2.2,3.0,True
15861,1.142,5.0,0.8,3.0,8.0,True
15862,1.444,2.625,1.0,1.4,3.0,True
15864,1.125,5.5,2.0,2.8,7.0,True
15865,1.142,5.0,2.8,2.0,5.0,True
15867,1.6,2.3,2.2,1.6,1.0,False
15868,1.142,5.0,0.8,2.2,5.0,True
15869,1.142,5.0,2.2,2.8,6.0,True
15870,1.2,4.333,0.8,2.0,3.0,True
15872,1.3,3.4,1.4,1.6,5.0,True
15873,1.142,5.0,1.6,3.0,7.0,True
15876,1.285,3.5,2.0,2.6,4.0,True
15877,1.2,4.333,3.2,3.6,5.0,True
15878,1.166,4.5,2.4,1.8,8.5,True
15879,1.142,5.0,1.6,2.6,2.0,True
15880,1.125,5.5,2.75,2.0,5.4,True
15881,1.444,2.625,2.0,2.2,1.0,False
15882,1.285,3.5,2.6,2.6,2.8,True
15884,1.285,3.5,1.4,1.8,3.0,True
15885,1.3,3.4,2.0,2.6,6.0,True
15886,1.142,5.0,2.4,2.0,6.666666666666667,True
15887,1.25,3.75,1.6,3.6,4.2,True
15889,1.142,5.0,2.75,1.8,4.75,False
15891,1.5,2.5,1.4,2.0,3.5,False
15892,1.2,4.333,2.6,2.0,5.25,False
15896,1.2,4.333,2.0,1.8,7.0,True
15897,1.166,4.5,2.4,1.8,4.0,True
15899,1.1,6.5,3.0,3.6,5.75,True
15900,1.25,3.75,2.0,1.8,3.0,False
15902,1.1,6.5,1.6,2.0,5.5,True
15904,1.166,4.5,2.6,2.2,2.0,True
15906,1.111,6.0,3.0,3.0,7.5,True
15908,1.333,3.25,1.2,1.4,3.5,True
15909,1.5,2.5,2.4,1.2,3.0,True
15911,1.111,6.0,2.4,3.4,4.666666666666667,True
15912,1.111,6.0,2.4,2.6,6.0,True
15913,1.25,3.75,1.4,2.2,4.6,True
15914,1.142,5.0,2.4,2.6,2.3333333333333335,True
15915,1.166,4.5,2.6,2.2,4.333333333333333,True
15916,1.285,3.5,1.8,2.2,6.0,True
15917,1.333,3.25,1.4,2.2,0.0,True
15920,1.125,5.5,1.4,0.8,5.0,True
15921,1.25,3.75,1.8,2.2,2.0,True
15922,1.142,5.0,2.4,2.4,6.0,True
15923,1.2,4.333,2.2,1.2,7.0,True
15924,1.1,6.5,2.6,3.4,4.4,True
15925,1.166,4.5,2.6,1.6,3.0,True
15926,1.166,4.5,2.4,2.2,8.0,True
15927,1.2,4.333,2.6,2.2,2.8,True
15930,1.2,4.333,1.4,2.2,3.5,False
15932,1.142,5.0,2.6,2.2,7.0,True
15933,1.142,5.0,2.4,1.2,3.0,True
15936,1.2,4.333,2.4,1.2,7.0,True
15937,1.222,4.0,2.4,2.2,7.0,True
15938,1.166,4.5,2.8,1.6,6.0,True
15939,1.142,5.0,2.2,2.2,1.5,True
15940,1.062,8.0,3.0,3.8,4.0,True
15941,1.285,3.5,2.4,1.6,4.75,True
15945,1.1,6.5,2.4,0.8,4.75,True
15947,1.111,6.0,2.2,3.4,7.0,True
15948,1.166,4.5,2.2,0.8,3.3333333333333335,False
15949,1.444,2.625,1.4,1.0,2.0,False
15950,1.2,4.333,0.8,2.2,7.0,False
15951,1.062,8.0,1.2,2.0,6.666666666666667,True
15952,1.166,4.5,2.4,2.2,4.5,True
15954,1.142,5.0,2.4,0.8,2.25,True
15958,1.025,10.5,3.2,2.6,4.666666666666667,True
15959,1.285,3.5,3.0,1.8,5.0,True
15960,1.071,7.5,1.2,3.8,7.0,True
15961,1.05,8.5,1.2,2.4,7.0,True
15962,1.166,4.5,3.2,2.2,1.0,True
15963,1.3,3.4,2.0,1.0,6.0,True
15964,1.125,5.5,2.2,1.8,5.0,True
15965,1.111,6.0,2.4,2.2,2.5,True
15966,1.166,4.5,2.6,2.6,4.0,False
15967,1.2,4.333,2.8,2.2,5.5,True
15972,1.111,6.0,3.2,1.0,8.0,True
15973,1.03,10.0,2.2,3.8,8.0,True
15974,1.142,5.0,2.0,1.2,6.0,False
15975,1.363,3.0,0.8,2.2,3.0,True
15976,1.025,10.5,1.2,3.8,4.5,True
15978,1.125,5.5,2.4,1.0,7.0,True
15979,1.083,7.0,1.4,2.2,4.666666666666667,True
15986,1.03,10.0,3.0,3.8,7.0,True
15987,1.062,8.0,3.0,2.6,4.5,True
15989,1.083,7.0,3.2,1.2,3.0,True
15991,1.333,3.25,2.4,1.0,3.0,True
15992,1.1,6.5,2.6,2.8,5.0,True
15993,1.125,5.5,3.0,1.4,3.0,True
15996,1.025,10.5,3.6,1.8,7.0,True
15997,1.125,5.5,2.0,2.2,7.0,True
15998,1.04,9.0,3.8,2.8,6.0,True
15999,1.1,6.5,2.0,2.4,6.0,True
16000,1.2,4.333,3.0,2.2,7.0,True
16001,1.05,8.5,2.6,3.2,5.0,True
16002,1.05,8.5,2.4,1.4,8.0,True
16003,1.125,5.5,3.4,1.0,6.0,True
16004,1.071,7.5,3.8,1.8,8.0,True
16009,1.142,5.0,2.8,1.8,5.333333333333333,True
16013,1.05,8.5,2.0,4.0,5.666666666666667,True
16014,1.03,10.0,2.4,3.2,3.5,True
16015,1.25,3.75,1.8,3.2,3.0,True
16017,1.1,6.5,2.4,3.2,5.0,True
16026,1.363,3.0,1.6,1.2,3.5,True
16027,1.5,2.5,2.4,3.0,2.5,False
16028,1.111,6.0,3.6,2.4,4.5,True
16029,1.111,6.0,2.2,4.4,6.0,True
16031,1.25,3.75,3.6,1.2,4.666666666666667,False
16033,1.062,8.0,3.0,2.8,7.0,True
16036,1.3,3.4,2.4,0.6,2.0,True
16038,1.04,9.0,3.4,3.0,5.0,True
16039,1.02,11.0,4.6,4.4,8.333333333333334,True
16040,1.142,5.0,3.0,2.4,6.0,True
16041,1.05,8.5,2.2,2.8,4.0,True
16042,1.444,2.625,2.0,1.0,4.0,False
16047,1.363,3.0,1.6,1.2,4.0,True
16050,1.1,6.5,3.6,2.4,5.0,True
16051,1.062,8.0,3.6,3.6,6.666666666666667,True
16052,1.02,11.0,2.0,2.8,6.0,True
16055,1.02,11.0,3.6,2.8,8.0,True
16062,1.363,3.0,0.6,0.8,3.0,False
16063,1.142,5.0,1.8,2.8,2.0,True
16065,1.166,4.5,2.8,2.6,5.0,True
16066,1.125,5.5,2.8,3.4,4.0,True
16067,1.615,2.25,2.4,2.6,3.0,False
16070,1.1,6.5,4.0,2.2,6.0,True
16071,1.363,3.0,2.0,1.8,6.0,True
16075,1.125,5.5,2.0,3.4,4.0,False
16077,1.05,8.5,2.2,1.4,8.0,True
16078,1.04,9.0,2.8,2.2,4.0,True
16079,1.111,6.0,4.0,3.0,7.0,True
16080,1.25,3.75,2.4,1.8,6.0,True
16082,1.05,8.5,2.0,1.4,8.0,True
16083,1.071,7.5,2.2,2.2,6.0,True
16085,1.015,12.0,2.6,2.75,6.0,True
16087,1.25,3.75,4.0,1.8,3.0,True
16088,1.111,6.0,3.0,3.0,6.0,False
16089,1.05,8.5,3.0,4.4,7.0,True
16095,1.025,10.5,3.0,2.2,7.0,True
16096,1.05,8.5,2.0,1.8,4.0,True
16099,1.062,8.0,1.8,2.6,6.0,True
16103,1.2,4.333,2.8,2.6,4.333333333333333,True
16104,1.05,8.5,4.0,2.6,2.0,True
16105,1.05,8.5,2.2,3.0,5.0,True
16107,1.071,7.5,3.0,3.0,5.0,True
16113,1.071,7.5,3.0,1.8,4.666666666666667,True
16115,1.062,8.0,2.2,2.8,3.0,True
16116,1.04,9.0,2.8,3.0,4.666666666666667,True
16117,1.125,5.5,2.0,3.0,7.0,True
16118,1.083,7.0,3.4,2.8,7.0,True
16119,1.062,8.0,2.0,3.0,5.0,True
16120,1.083,7.0,2.2,3.0,4.0,True
16122,1.1,6.5,1.6,3.0,4.0,True
16123,1.166,4.5,2.2,3.8,4.5,True
16124,1.05,8.5,3.0,2.8,4.5,True
16125,1.062,8.0,1.8,3.0,6.666666666666667,True
16126,1.062,8.0,2.0,2.75,8.0,True
16131,1.05,8.5,3.4,3.8,5.0,True
16132,1.2,4.333,2.0,2.8,6.0,True
16135,1.071,7.5,3.0,2.6,4.333333333333333,True
16136,1.1,6.5,1.8,3.0,7.0,True
16137,1.05,8.5,2.8,2.8,5.333333333333333,True
16139,1.111,6.0,2.4,3.0,5.0,True
16140,1.071,7.5,3.0,3.4,4.5,True
16141,1.111,6.0,3.2,2.8,4.0,False
16144,1.222,4.0,1.6,3.0,5.0,True
16151,1.1,6.5,2.2,2.2,6.5,True
16153,1.071,7.5,3.0,3.4,4.0,True
16154,1.083,7.0,4.6,2.8,8.0,True
16155,1.1,6.5,3.4,2.25,4.0,True
16156,1.1,6.5,1.2,2.2,2.0,True
16158,1.166,4.5,3.0,3.0,6.5,False
16159,1.111,6.0,3.2,1.4,4.666666666666667,True
16160,1.111,6.0,2.2,3.4,4.0,True
16161,1.04,9.0,1.2,2.8,4.5,True
16162,1.142,5.0,1.6,1.2,4.5,True
16166,1.05,8.5,3.4,2.2,5.4,True
16167,1.125,5.5,4.6,2.25,4.0,True
16169,1.05,8.5,4.6,1.2,7.666666666666667,True
16172,1.142,5.0,2.2,3.8,4.0,True
16173,1.071,7.5,1.6,2.8,5.0,True
16174,1.333,3.25,1.8,2.8,3.6,True
16175,1.4,2.75,2.6,1.0,4.0,True
16176,1.05,8.5,2.8,2.8,5.25,True
16177,1.25,3.75,1.6,2.2,5.0,True
16178,1.142,5.0,1.6,1.2,2.0,True
16179,1.2,4.333,1.4,2.4,7.0,True
16180,1.166,4.5,1.8,1.0,3.0,True
16181,1.25,3.75,1.8,1.0,5.0,True
16183,1.444,2.625,2.6,2.2,4.333333333333333,True
16186,1.1,6.5,2.4,3.0,4.333333333333333,True
16187,1.2,4.333,2.6,3.0,6.0,True
16188,1.166,4.5,1.6,2.8,4.0,True
16189,1.2,4.333,1.8,2.2,7.0,True
16190,1.111,6.0,2.2,3.4,4.333333333333333,True
16191,1.142,5.0,3.0,3.0,7.0,True
16192,1.3,3.4,1.4,2.2,3.75,True
16193,1.333,3.25,1.6,2.4,3.5,True
16194,1.25,3.75,1.2,2.0,4.25,True
16195,1.6,2.3,1.8,2.4,3.5,True
16196,1.6,2.3,1.8,1.2,2.5,True
16197,1.062,8.0,1.2,1.4,6.5,True
16199,1.111,6.0,2.4,3.0,4.0,True
16204,1.111,6.0,2.2,3.4,3.5,True
16206,1.166,4.5,1.4,1.0,4.0,True
16210,1.111,6.0,3.2,2.4,7.0,True
16212,1.333,3.25,2.0,1.6,3.5,True
16213,1.142,5.0,2.8,4.2,3.5,True
16214,1.111,6.0,2.6,2.2,4.0,True
16215,1.025,10.5,2.8,3.6,4.0,True
16217,1.083,7.0,2.4,2.4,5.0,True
16218,1.142,5.0,2.4,2.0,5.666666666666667,True
16219,1.142,5.0,2.4,2.0,6.333333333333333,True
16221,1.05,8.5,3.0,3.0,8.333333333333334,True
16222,1.125,5.5,3.6,1.6,4.333333333333333,True
16224,1.142,5.0,3.0,2.2,5.333333333333333,True
16225,1.2,4.333,2.4,2.4,3.6666666666666665,True
16226,1.111,6.0,2.0,1.6,7.0,False
16227,1.125,5.5,2.6,2.0,5.0,True
16228,1.125,5.5,2.6,2.2,3.6666666666666665,True
16229,1.083,7.0,3.4,2.0,4.666666666666667,True
16230,1.142,5.0,1.6,2.0,4.0,True
16231,1.142,5.0,2.4,2.2,3.6666666666666665,True
16232,1.04,9.0,2.2,3.2,5.0,True
16233,1.25,3.75,2.6,2.3333333333333335,4.0,True
16234,1.083,7.0,3.6,2.4,4.333333333333333,True
16236,1.25,3.75,2.2,3.2,3.0,True
16237,1.05,8.5,1.25,2.0,4.666666666666667,True
16238,1.2,4.333,3.6,2.8,6.0,True
16239,1.071,7.5,1.25,1.6,4.333333333333333,True
16240,1.142,5.0,1.8,2.8,7.0,True
16241,1.111,6.0,1.25,2.0,5.5,False
16243,1.142,5.0,1.4,2.6,4.0,True
16244,1.2,4.333,1.6,2.8,2.6666666666666665,False
16245,1.083,7.0,3.6,2.0,4.666666666666667,True
16246,1.142,5.0,2.8,2.2,6.0,False
16247,1.333,3.25,1.2,2.6,4.0,True
16248,1.04,9.0,3.0,2.2,5.0,True
16249,1.166,4.5,2.8,1.6,4.0,True
16250,1.142,5.0,3.0,2.6,7.0,True
16251,1.083,7.0,1.6,2.4,3.0,True
16252,1.166,4.5,2.4,1.6,2.0,True
16253,1.062,8.0,3.0,2.2,9.0,True
16254,1.05,8.5,1.8,2.0,7.0,True
16255,1.142,5.0,3.2,3.4,6.0,True
16256,1.166,4.5,1.8,2.2,2.0,False
16262,1.142,5.0,1.8,2.2,4.0,False
16263,1.111,6.0,1.2,3.0,4.0,True
16266,1.125,5.5,2.0,3.4,5.0,True
16267,1.25,3.75,1.8,3.0,4.0,True
16268,1.05,8.5,1.8,3.4,9.0,True
16269,1.142,5.0,3.4,2.3333333333333335,4.6,True
16270,1.142,5.0,1.8,3.0,6.0,True
16273,1.111,6.0,2.6,2.2,2.0,True
16275,1.142,5.0,3.2,2.0,3.0,True
16278,1.166,4.5,1.8,2.0,4.0,True
16279,1.142,5.0,3.2,1.4,6.25,True
16280,1.05,8.5,1.8,2.2,3.0,True
16287,1.25,3.75,3.0,2.0,2.0,True
16288,1.2,4.333,1.8,1.0,4.0,True
16291,1.05,8.5,1.8,2.4,4.0,True
16292,1.083,7.0,1.8,2.0,4.5,True
16293,1.4,2.75,1.8,1.6,3.3333333333333335,False
16294,1.222,4.0,2.0,2.4,2.0,False
16295,1.222,4.0,1.4,1.8,4.0,True
16297,1.142,5.0,2.6,3.2,4.0,True
16298,1.05,8.5,2.6,3.2,6.0,True
16299,1.166,4.5,1.4,2.3333333333333335,2.0,True
16300,1.062,8.0,1.4,3.2,4.0,True
16301,1.142,5.0,2.2,2.3333333333333335,6.0,True
16302,1.571,2.35,1.2,2.4,4.0,True
16303,1.111,6.0,1.25,2.8,3.5,True
16304,1.2,4.333,2.0,2.0,2.0,True
16306,1.444,2.625,1.2,2.4,5.0,True
16308,1.2,4.333,1.4,2.2,4.0,True
16309,1.3,3.4,1.0,1.8,3.0,True
16315,1.25,3.75,1.2,2.0,4.0,True
16318,1.222,4.0,2.0,2.4,4.0,True
16319,1.444,2.625,2.0,1.8,1.0,True
16320,1.2,4.333,2.0,2.4,4.0,True
16321,1.25,3.75,1.8,2.4,4.0,True
16322,1.2,4.333,1.0,2.0,2.0,True
16323,1.2,4.333,2.0,2.2,4.0,True
16325,1.444,2.625,2.0,2.0,8.0,False
16326,1.222,4.0,1.4,1.4,1.0,False
16330,1.363,3.0,2.6,1.6,5.0,True
16331,1.3,3.4,1.0,1.6,1.0,False
16332,1.2,4.333,2.2,1.8,6.0,False
16333,1.25,3.75,1.0,1.8,3.0,True
16335,1.533,2.375,1.0,1.8,2.0,True
16337,1.2,4.333,1.0,2.0,2.0,True
16338,1.615,2.25,2.6,2.0,4.0,False
16339,1.444,2.625,1.4,2.0,4.0,False
16340,1.4,2.75,2.6,1.6,2.0,True
16341,1.571,2.35,1.0,2.0,1.0,True
16345,1.444,2.625,1.4,1.2,3.0,True
16352,1.5,2.5,2.4,1.2,5.0,False
16359,1.071,7.5,2.8,2.2,6.0,True
16360,1.125,5.5,1.8,1.6,4.0,True
16365,1.363,3.0,2.0,1.6,3.6666666666666665,False
16367,1.333,3.25,1.4,1.6,4.5,False
16368,1.5,2.5,2.2,0.8,2.6666666666666665,False
16369,1.1,6.5,3.4,2.2,5.333333333333333,True
16380,1.25,3.75,1.2,1.8,4.666666666666667,False
16389,1.285,3.5,2.0,2.6,3.0,True
16390,1.142,5.0,2.0,2.2,5.0,True
16391,1.025,10.5,2.6,2.6,9.0,True
16393,1.142,5.0,1.6,3.0,3.0,True
16394,1.01,15.0,2.8,2.8,6.5,True
16395,1.4,2.75,1.6,2.6,1.5,True
16404,1.533,2.375,1.2,1.4,3.0,False
16410,1.444,2.625,0.6,1.6,1.0,True
16411,1.533,2.375,2.2,1.6,2.0,False
16412,1.083,7.0,2.6,1.4,5.0,True
16414,1.571,2.35,1.8,1.4,3.0,True
16415,1.071,7.5,2.0,3.6,4.0,True
16417,1.5,2.5,0.6,1.2,3.0,True
16418,1.6,2.3,0.6,0.8,4.0,True
16419,1.285,3.5,2.2,1.4,3.0,True
16420,1.01,15.0,2.6,2.2,7.0,True
16421,1.222,4.0,2.0,1.4,7.0,True
16422,1.444,2.625,0.6,1.4,3.0,False
16423,1.25,3.75,2.2,1.6,3.0,False
16425,1.615,2.25,1.8,1.2,1.5,True
16427,1.111,6.0,3.8,3.0,6.0,True
16429,1.1,6.5,2.4,1.8,3.0,True
16442,1.25,3.75,1.8,2.0,5.333333333333333,True
16445,1.166,4.5,2.2,3.6,8.0,True
16446,1.25,3.75,2.6,2.6,3.0,True
16447,1.125,5.5,2.8,2.0,2.0,True
16448,1.25,3.75,2.4,2.4,6.0,True
16453,1.25,3.75,1.4,1.8,5.0,True
16454,1.363,3.0,1.2,1.8,1.0,False
16456,1.363,3.0,2.6,1.8,8.0,True
16457,1.25,3.75,1.8,2.4,5.0,True
16458,1.25,3.75,1.4,1.8,6.0,True
16459,1.2,4.333,1.4,1.8,8.0,True
16460,1.222,4.0,1.4,1.8,4.333333333333333,True
16461,1.222,4.0,1.4,1.8,3.0,True
16462,1.222,4.0,1.4,2.6,8.0,True
16464,1.25,3.75,1.4,1.8,4.6,True
16465,1.2,4.333,2.2,2.2,5.0,True
16467,1.25,3.75,2.6,2.6,4.5,True
16468,1.125,5.5,1.8,3.0,5.0,True
16469,1.533,2.375,2.2,0.8,3.5,True
16470,1.111,6.0,2.4,1.8,5.0,True
16474,1.142,5.0,2.4,2.4,5.0,True
16477,1.111,6.0,2.4,3.0,3.0,True
16478,1.2,4.333,1.8,2.2,4.0,True
16479,1.111,6.0,2.0,3.6,5.0,True
16481,1.166,4.5,2.6,2.6,3.0,True
16484,1.071,7.5,2.6,2.0,3.0,True
16485,1.25,3.75,1.8,2.4,2.0,True
16486,1.166,4.5,1.8,1.6,6.0,True
16487,1.125,5.5,3.6,2.2,4.0,True
16489,1.125,5.5,2.6,4.0,2.0,True
16490,1.25,3.75,2.4,2.0,6.0,True
16491,1.2,4.333,1.8,2.2,4.0,True
16492,1.111,6.0,2.6,2.2,7.0,True
16493,1.166,4.5,3.6,3.4,3.0,True
16494,1.2,4.333,2.8,1.6,4.0,True
16495,1.363,3.0,2.4,2.4,3.0,True
16496,1.363,3.0,2.4,2.4,6.0,True
16500,1.166,4.5,2.4,2.2,5.5,True
16504,1.25,3.75,2.4,2.2,5.0,True
16505,1.125,5.5,3.4,2.4,6.0,True
16515,1.25,3.75,2.0,2.2,6.0,False
16516,1.333,3.25,2.6,1.4,4.0,True
16517,1.2,4.333,2.6,1.2,1.0,False
16518,1.222,4.0,2.2,2.4,5.0,True
16520,1.125,5.5,2.0,2.4,1.0,True
16524,1.363,3.0,2.6,1.8,2.0,False
16525,1.125,5.5,2.2,2.4,1.0,False
16526,1.111,6.0,2.0,3.4,8.0,True
16527,1.166,4.5,0.8,1.4,5.0,False
16529,1.166,4.5,2.8,1.8,4.0,True
16530,1.111,6.0,3.2,2.6,6.0,True
16531,1.166,4.5,2.2,3.4,3.0,True
16533,1.333,3.25,1.2,2.0,1.0,False
16534,1.142,5.0,3.4,3.4,7.0,True
16535,1.285,3.5,2.2,1.6,6.0,False
16536,1.2,4.333,0.8,1.8,5.0,True
16539,1.04,9.0,3.0,1.6,7.0,True
16540,1.3,3.4,1.8,2.0,8.0,True
16541,1.222,4.0,2.2,1.2,6.0,True
16542,1.25,3.75,2.8,1.8,4.0,True
16544,1.25,3.75,2.2,1.8,3.2,False
16545,1.222,4.0,2.2,1.4,4.0,True
16550,1.2,4.333,2.2,2.4,2.0,True
16552,1.166,4.5,2.2,1.4,4.0,True
16553,1.071,7.5,1.8,3.0,8.0,True
16554,1.142,5.0,2.0,1.8,6.0,True
16555,1.166,4.5,2.8,2.6,6.0,True
16556,1.1,6.5,2.0,2.6,4.0,True
16560,1.1,6.5,3.0,3.0,6.0,True
16561,1.25,3.75,1.0,2.0,9.0,True
16564,1.222,4.0,1.8,2.0,5.0,True
16565,1.1,6.5,3.0,2.6,11.0,True
16566,1.25,3.75,2.4,2.0,9.0,True
16567,1.333,3.25,1.0,2.4,2.0,True
16568,1.1,6.5,2.4,2.6,5.0,True
16569,1.2,4.333,2.4,2.0,0.0,True
16571,1.166,4.5,1.8,2.6,3.0,True
16572,1.04,9.0,1.8,1.6,5.0,True
16573,1.166,4.5,2.4,2.4,2.0,True
16574,1.285,3.5,2.4,1.0,3.0,True
16576,1.142,5.0,1.0,1.8,3.0,True
16577,1.222,4.0,2.2,2.4,2.0,True
16578,1.1,6.5,3.2,4.2,4.0,True
16579,1.166,4.5,2.4,2.6,5.0,True
16581,1.142,5.0,2.4,1.8,4.5,True
16590,1.1,6.5,2.4,3.0,6.0,True
16591,1.111,6.0,2.4,2.4,5.0,True
16596,1.05,8.5,5.4,2.4,8.0,True
16597,1.285,3.5,2.8,2.0,6.0,True
16600,1.1,6.5,2.2,3.2,4.0,True
16601,1.222,4.0,1.6,2.0,2.0,True
16603,1.1,6.5,3.2,2.4,9.0,True
16604,1.3,3.4,3.0,1.0,5.0,True
16605,1.2,4.333,2.8,2.0,3.6666666666666665,True
16606,1.083,7.0,5.4,3.0,3.0,True
16607,1.166,4.5,2.6,2.4,6.0,True
16608,1.25,3.75,1.6,2.2,3.0,False
16609,1.166,4.5,2.4,3.0,7.0,True
16610,1.142,5.0,3.2,2.4,6.0,True
16611,1.071,7.5,2.8,1.8,7.0,True
16615,1.2,4.333,2.8,2.2,6.0,True
16616,1.25,3.75,2.6,1.0,4.0,True
16617,1.142,5.0,1.4,1.8,4.0,True
16619,1.05,8.5,5.4,2.4,5.0,True
16620,1.333,3.25,2.0,1.8,5.0,False
16621,1.4,2.75,2.2,1.2,3.0,True
16623,1.285,3.5,3.2,2.4,6.0,True
16625,1.071,7.5,1.4,2.4,5.0,False
16627,1.142,5.0,2.6,2.0,3.5,True
16629,1.222,4.0,2.6,2.8,7.0,True
16630,1.083,7.0,3.0,2.0,5.0,True
16632,1.083,7.0,1.6,2.8,4.0,True
16633,1.166,4.5,2.6,2.2,5.0,True
16634,1.111,6.0,2.0,1.6,10.0,True
16639,1.1,6.5,1.8,3.0,3.0,True
16641,1.05,8.5,2.8,1.6,10.0,True
16642,1.142,5.0,1.6,2.6,9.0,True
16643,1.1,6.5,2.0,2.8,8.0,True
16644,1.071,7.5,1.8,2.2,10.0,True
16645,1.25,3.75,2.6,1.4,2.0,True
16646,1.222,4.0,2.4,3.0,7.0,True
16647,1.142,5.0,1.6,2.6,12.0,False
16650,1.2,4.333,1.4,3.0,7.0,True
16651,1.333,3.25,1.4,2.8,6.0,True
16653,1.166,4.5,2.6,3.6,4.0,True
16656,1.03,10.0,1.6,2.8,3.0,True
16658,1.222,4.0,2.4,1.8,11.0,True
16661,1.166,4.5,2.0,3.6,2.0,True
16665,1.285,3.5,2.6,1.4,3.0,True
16673,1.111,6.0,2.6,3.6,5.0,True
16675,1.111,6.0,3.0,1.6,6.0,True
16677,1.125,5.5,2.2,2.6,4.0,True
16678,1.04,9.0,2.0,3.0,10.0,True
16680,1.062,8.0,1.4,3.4,8.0,True
16681,1.062,8.0,1.8,2.6,6.0,True
16682,1.142,5.0,2.2,2.4,3.0,True
16683,1.3,3.4,2.0,2.2,6.0,True
16684,1.1,6.5,1.4,3.0,11.0,False
16685,1.166,4.5,3.0,1.4,5.5,True
16686,1.111,6.0,2.2,4.8,5.0,True
16688,1.083,7.0,2.8,1.75,4.0,True
16689,1.166,4.5,2.6,1.8,6.666666666666667,False
16690,1.1,6.5,3.2,3.0,9.0,True
16691,1.062,8.0,3.8,4.6,4.0,True
16692,1.25,3.75,1.6,1.8,5.0,True
16693,1.142,5.0,2.8,2.2,2.6666666666666665,True
16699,1.25,3.75,2.2,2.6,3.0,True
16702,1.285,3.5,2.0,2.6,3.0,False
16703,1.2,4.333,2.2,2.4,2.0,False
16704,1.1,6.5,1.4,2.6,2.0,True
16706,1.1,6.5,2.0,2.2,3.0,False
16713,1.1,6.5,2.6,2.6,5.0,True
16714,1.25,3.75,1.6,1.75,3.0,True
16716,1.166,4.5,3.8,1.8,7.333333333333333,False
16719,1.142,5.0,1.6,4.6,4.0,False
16722,1.142,5.0,2.8,2.8,5.5,True
16723,1.25,3.75,3.8,2.2,3.5,False
16725,1.071,7.5,3.4,2.25,6.5,True
16726,1.2,4.333,4.0,3.4,3.8,False
16728,1.25,3.75,2.2,1.8,2.5,True
16734,1.25,3.75,1.6,4.2,5.333333333333333,True
16735,1.25,3.75,3.2,1.75,6.0,True
16736,1.083,7.0,3.4,2.25,4.0,True
16737,1.111,6.0,3.4,1.4,4.666666666666667,True
16738,1.062,8.0,3.6,3.4,9.0,True
16739,1.222,4.0,3.2,1.4,3.0,True
16740,1.25,3.75,1.6,4.2,6.5,True
16742,1.2,4.333,3.0,1.4,7.0,True
16743,1.222,4.0,2.0,1.8,3.0,True
16744,1.125,5.5,3.2,2.6,7.0,True
16745,1.285,3.5,2.0,2.6,2.0,True
16746,1.142,5.0,2.2,2.4,2.0,True
16748,1.04,9.0,2.0,2.6,6.0,True
16755,1.3,3.4,1.8,4.8,3.75,True
16756,1.166,4.5,2.2,4.8,3.0,True
16757,1.083,7.0,3.0,1.8,5.5,False
16760,1.062,8.0,3.0,2.8,4.25,True
16761,1.285,3.5,2.2,1.6,5.0,False
16762,1.3,3.4,1.8,4.8,3.6666666666666665,True
16763,1.111,6.0,3.0,1.8,4.0,True
16765,1.4,2.75,1.8,1.2,0.0,True
16766,1.25,3.75,2.2,1.6,4.0,True
16767,1.062,8.0,3.0,2.8,3.3333333333333335,True
16768,1.111,6.0,2.8,1.6,5.0,True
16769,1.166,4.5,2.0,1.8,5.333333333333333,False
16771,1.111,6.0,3.4,1.4,6.0,False
16772,1.111,6.0,3.6,1.6,3.0,False
16774,1.062,8.0,3.0,2.8,3.0,True
16775,1.166,4.5,2.8,3.4,4.0,True
16776,1.125,5.5,3.6,1.8,2.0,True
16778,1.25,3.75,1.8,1.8,3.6,False
16780,1.142,5.0,4.0,1.6,4.2,False
16781,1.166,4.5,2.0,1.8,5.0,True
16782,1.166,4.5,3.2,1.8,4.0,True
16783,1.142,5.0,1.6,3.4,4.2,True
16785,1.2,4.333,2.0,2.2,11.0,True
16789,1.142,5.0,2.8,1.8,6.4,True
16790,1.2,4.333,1.2,1.8,4.0,True
16794,1.166,4.5,2.0,2.8,3.5,True
16795,1.25,3.75,3.2,1.8,3.75,True
16799,1.142,5.0,2.0,1.6,3.75,True
16800,1.2,4.333,2.0,1.8,4.25,False
16802,1.111,6.0,1.6,2.8,4.0,True
16803,1.25,3.75,2.0,1.2,5.0,True
16805,1.25,3.75,1.8,4.8,4.0,True
16808,1.166,4.5,2.0,1.8,5.0,True
16811,1.142,5.0,4.0,2.8,4.75,True
16814,1.166,4.5,3.2,2.0,4.0,True
16815,1.3,3.4,2.2,2.8,4.0,False
16817,1.25,3.75,2.0,2.2,5.0,True
16818,1.2,4.333,1.0,1.8,5.5,False
16823,1.166,4.5,2.6,2.8,7.5,True
16825,1.142,5.0,1.6,1.8,4.5,True
16828,1.04,9.0,2.75,1.6,4.0,True
16829,1.444,2.625,3.2,2.2,2.0,False
16830,1.125,5.5,1.8,2.8,5.0,True
16831,1.083,7.0,1.6,2.0,5.0,True
16833,1.111,6.0,1.6,2.4,5.0,False
16834,1.166,4.5,2.4,2.0,5.0,True
16835,1.1,6.5,1.25,2.0,2.0,True
16836,1.2,4.333,3.0,2.2,4.5,True
